|||Sütunlar||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Satırlar|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||Ekilen Alan ve Birinci Ekiliş ve 01.11.20.00.00. (Mısır) - Dekar|Ekilen Alan ve Birinci Ekiliş ve 01.11.82.00.00. (Yerfıstığı, Kabuklu) - Dekar|Ekilen Alan ve Birinci Ekiliş ve 01.11.84.00.00. (Pamuk Çekirdeği (Çiğit)) - Dekar|Ekilen Alan ve Birinci Ekiliş ve 01.11.94.00.00. (Susam Tohumu) - Dekar|Ekilen Alan ve Birinci Ekiliş ve 01.12.10.00.00. (Çeltik) - Dekar|Ekilen Alan ve Birinci Ekiliş ve 01.13.51.00.00. (Patates (Tatlı Patates Hariç)) - Dekar|Ekilen Alan ve Birinci Ekiliş ve 01.13.52.00.00. (Tatlı Patates) - Dekar|Ekilen Alan ve Birinci Ekiliş ve 01.16.11.00.01. (Pamuk, Çırçırlanmamış (Kütlü)) - Dekar|Ekilen Alan ve Birinci Ekiliş ve 01.16.11.00.02. (Pamuk, Çırçırlanmış (Lifli)) - Dekar|Ekilen Alan ve Birinci Ekiliş ve 01.19.10.19.00. (Mısır (Hasıl)) - Dekar|Ekilen Alan ve Birinci Ekiliş ve 01.19.10.20.00. (Mısır (Slaj)) - Dekar|Ekilen Alan ve İkinci Ekiliş ve 01.11.20.00.00. (Mısır) - Dekar|Ekilen Alan ve İkinci Ekiliş ve 01.11.82.00.00. (Yerfıstığı, Kabuklu) - Dekar|Ekilen Alan ve İkinci Ekiliş ve 01.11.84.00.00. (Pamuk Çekirdeği (Çiğit)) - Dekar|Ekilen Alan ve İkinci Ekiliş ve 01.11.94.00.00. (Susam Tohumu) - Dekar|Ekilen Alan ve İkinci Ekiliş ve 01.12.10.00.00. (Çeltik) - Dekar|Ekilen Alan ve İkinci Ekiliş ve 01.13.51.00.00. (Patates (Tatlı Patates Hariç)) - Dekar|Ekilen Alan ve İkinci Ekiliş ve 01.16.11.00.01. (Pamuk, Çırçırlanmamış (Kütlü)) - Dekar|Ekilen Alan ve İkinci Ekiliş ve 01.16.11.00.02. (Pamuk, Çırçırlanmış (Lifli)) - Dekar|Ekilen Alan ve İkinci Ekiliş ve 01.19.10.19.00. (Mısır (Hasıl)) - Dekar|Ekilen Alan ve İkinci Ekiliş ve 01.19.10.20.00. (Mısır (Slaj)) - Dekar|Ekilen Alan ve Kuru ve 01.11.11.00.00. (Durum Buğdayı) - Dekar|Ekilen Alan ve Kuru ve 01.11.12.00.00. (Buğday, Durum Buğdayı Hariç) - Dekar|Ekilen Alan ve Kuru ve 01.11.31.00.01. (Arpa (Biralık)) - Dekar|Ekilen Alan ve Kuru ve 01.11.31.00.02. (Arpa (Diğer)) - Dekar|Ekilen Alan ve Kuru ve 01.11.33.00.00. (Yulaf) - Dekar|Ekilen Alan ve Kuru ve 01.11.49.00.04. (Triticale) - Dekar|Ekilen Alan ve Kuru ve 01.11.71.00. (Fasulye, Kuru) - Dekar|Ekilen Alan ve Kuru ve 01.11.73.00.00. (Nohut, Kuru) - Dekar|Ekilen Alan ve Kuru ve 01.11.74.00.01. (Mercimek, Kuru (Kırmızı)) - Dekar|Ekilen Alan ve Kuru ve 01.11.74.00.02. (Mercimek, Kuru (Yeşil)) - Dekar|Ekilen Alan ve Kuru ve 01.11.93.00.00. (Kanola Veya Kolza Tohumu) - Dekar|Ekilen Alan ve Kuru ve 01.11.99.00.03. (Aspir Tohumu) - Dekar|Ekilen Alan ve Kuru ve Birinci Ekiliş ve 01.11.81.00.00. (Soya Fasulyesi) - Dekar|Ekilen Alan ve Kuru ve Birinci Ekiliş ve 01.11.95.00.01. (Ayçiçeği Tohumu (Yağlık)) - Dekar|Ekilen Alan ve Kuru ve Birinci Ekiliş ve 01.11.95.00.02. (Ayçiçeği Tohumu (Çerezlik)) - Dekar|Ekilen Alan ve Kuru ve İkinci Ekiliş ve 01.11.81.00.00. (Soya Fasulyesi) - Dekar|Ekilen Alan ve Kuru ve İkinci Ekiliş ve 01.11.95.00.01. (Ayçiçeği Tohumu (Yağlık)) - Dekar|Ekilen Alan ve Sulu ve 01.11.11.00.00. (Durum Buğdayı) - Dekar|Ekilen Alan ve Sulu ve 01.11.12.00.00. (Buğday, Durum Buğdayı Hariç) - Dekar|Ekilen Alan ve Sulu ve 01.11.31.00.01. (Arpa (Biralık)) - Dekar|Ekilen Alan ve Sulu ve 01.11.31.00.02. (Arpa (Diğer)) - Dekar|Ekilen Alan ve Sulu ve 01.11.33.00.00. (Yulaf) - Dekar|Ekilen Alan ve Sulu ve 01.11.49.00.04. (Triticale) - Dekar|Ekilen Alan ve Sulu ve 01.11.71.00. (Fasulye, Kuru) - Dekar|Ekilen Alan ve Sulu ve 01.11.73.00.00. (Nohut, Kuru) - Dekar|Ekilen Alan ve Sulu ve 01.11.74.00.01. (Mercimek, Kuru (Kırmızı)) - Dekar|Ekilen Alan ve Sulu ve 01.11.74.00.02. (Mercimek, Kuru (Yeşil)) - Dekar|Ekilen Alan ve Sulu ve 01.11.93.00.00. (Kanola Veya Kolza Tohumu) - Dekar|Ekilen Alan ve Sulu ve 01.11.99.00.03. (Aspir Tohumu) - Dekar|Ekilen Alan ve Sulu ve Birinci Ekiliş ve 01.11.81.00.00. (Soya Fasulyesi) - Dekar|Ekilen Alan ve Sulu ve Birinci Ekiliş ve 01.11.95.00.01. (Ayçiçeği Tohumu (Yağlık)) - Dekar|Ekilen Alan ve Sulu ve Birinci Ekiliş ve 01.11.95.00.02. (Ayçiçeği Tohumu (Çerezlik)) - Dekar|Ekilen Alan ve Sulu ve İkinci Ekiliş ve 01.11.81.00.00. (Soya Fasulyesi) - Dekar|Ekilen Alan ve Sulu ve İkinci Ekiliş ve 01.11.95.00.01. (Ayçiçeği Tohumu (Yağlık)) - Dekar|Ekilen Alan ve Sulu ve İkinci Ekiliş ve 01.11.95.00.02. (Ayçiçeği Tohumu (Çerezlik)) - Dekar|
(Kuru / Sulu) - (1. Ekiliş / 2.  Ekiliş) Ürünleri |Adana-1|2011|564470.0|48629.0|451197.0|4160.0||66239.0|160.0|451197.0|451197.0||9400.0|330622.0|47575.0|116526.0|14420.0||150.0|116526.0|116526.0||33664.0||||||||||||||||||||||||||||||||||||
||2012|540837.0|110926.0|369082.0|4023.0||63594.0|211.0|369082.0|369082.0||11290.0|251452.0|66375.0|86754.0|11410.0|||86754.0|86754.0||42971.0|3200.0|948116.0|0.0|42085.0||1400.0|10950.0|64990.0|0.0|20.0|0.0||0.0|300163.0|250.0|0.0|3284.0|3000.0|1037554.0|0.0|9385.0||0.0|8950.0|500.0|0.0|0.0|1000.0||52193.0|91819.0|0.0|146609.0|4347.0|0.0|
||2013|652373.0|116654.0|301218.0|3651.0||50288.0|261.0|301218.0|301218.0||13280.0|246119.0|65598.0|80257.0|12960.0|||80257.0|80257.0||43580.0|1866.0|1035007.0||39195.0||947.0|11440.0|71192.0||24.0|58.0|||329283.0|||1350.0|1833.0|861628.0||5985.0|||8005.0|590.0|||||95550.0|10034.0||187248.0|4420.0||
||2014|720870.0|122880.0|298187.0|4967.0||57180.0||298187.0|298187.0||13780.0|198710.0|62700.0|65711.0|29520.0|||65711.0|65711.0||50850.0|1700.0|1140712.0||46002.0||861.0|5960.0|65072.0|||225.0|2000.0||335300.0|||1700.0|1600.0|904716.0||4885.0|||13005.0|513.0|||||97000.0|8095.0||106100.0|4250.0||
||2015|772689.0|146480.0|201810.0|6135.0||58011.0||201810.0|201810.0||16200.0|185131.0|68370.0|65661.0|29020.0|||65661.0|65661.0||42700.0|1436.0|1076778.0||48058.0|84.0|1209.0|3000.0|55155.0|||50.0|3242.0||350797.0|||1500.0|1500.0|797773.0||4176.0|40.0||11000.0|500.0|||||97356.0|85853.0||119275.0|2250.0||
||2016|811721.0|163860.0|204608.0|6064.0||61306.0||204608.0|204608.0||10941.0|155649.0|83690.0|68850.0|30050.0|||68850.0|68850.0||38790.0|1299.0|1015486.0||42180.0|154.0|908.0|2700.0|50255.0|||50.0|777.0||513310.0|||1500.0|1429.0|728258.0||3794.0|64.0||11300.0|500.0||||25.0|85412.0|21932.0||137195.0|2800.0||
||2017|761871.0|156099.0|247313.0|3570.0||65976.0||247313.0|247313.0||13095.0|169937.0|80300.0|70592.0|16440.0|||70592.0|70592.0||33796.0|894.0|994274.0||35534.0|146.0|1120.0|1100.0|50005.0|||50.0|405.0||495485.0|||6250.0|1500.0|791791.0||2751.0|66.0||12770.0|526.0||||24.0|65454.0|73272.0||122900.0|5220.0||
||2018|611651.0|149940.0|291631.0|2513.0||64033.0||291631.0|291631.0||12993.0|127778.0|89644.0|70912.0|14773.0|||70912.0|70912.0||45574.0|933.0|1001107.0||38069.0|124.0|1151.0|350.0|60100.0|||47.0|474.0||451603.0|||1365.0||747060.0||12478.0|56.0||11479.0|2710.0||||29.0|54884.0|65526.0||122946.0|2720.0||
||2019|568470.0|134493.0|308672.0|2848.0||66761.0||308672.0|308672.0||15919.0|97174.0|79034.0|65996.0|12705.0|||65996.0|65996.0||45897.0|1018.0|775567.0||39581.0|172.0|729.0|570.0|36086.0|||28.0|85.0||674997.0|||1500.0||574774.0||10916.0|||9935.0|1734.0||||25.0|62913.0|160133.0||140336.0|7392.0||
||2020|624954.0|180119.0|166361.0|4257.0||60905.0||166361.0|166361.0||15198.0|76596.0|90050.0|63550.0|15135.0|||63550.0|63550.0||51427.0|1013.0|914446.0||77704.0|195.0|700.0|350.0|36990.0|||10.0|20.0||433931.0|||3680.0||671570.0||13787.0|||9475.0|630.0|||30.0||76044.0|151536.0||134356.0|14576.0||
||2021|571112.0|188194.0|176801.0|4920.0||60950.0||176801.0|176801.0||11787.0|93075.0|86720.0|42100.0|15320.0|||42100.0|42100.0||51007.0|1013.0|922568.0||81994.0|195.0|600.0|1500.0|35735.0|27.0|||||449976.0|||3781.0||663442.0||14908.0|||8475.0|351.0||10.0|30.0||84240.0|175559.0||161056.0|22767.0||
