|||Sütunlar||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Satırlar|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||Ekilen Alan ve Alçak Tünel ve 01.19.21.00.07. (Lilyum (Zambak), Kesme) - Metrekare|Ekilen Alan ve Alçak Tünel ve 01.19.21.00.10. (Gül, Kesme) - Metrekare|Ekilen Alan ve Alçak Tünel ve 01.19.21.00.13. (Fresia, Kesme) - Metrekare|Ekilen Alan ve Alçak Tünel ve 01.19.21.00.15. (Sümbül, Kesme) - Metrekare|Ekilen Alan ve Alçak Tünel ve 01.19.21.00.16. (İris, Kesme) - Metrekare|Ekilen Alan ve Alçak Tünel ve 01.19.21.00.19. (Nergis, Kesme) - Metrekare|Ekilen Alan ve Alçak Tünel ve 01.19.21.00.99. (Diğer Kesme Çiçek Ve Çiçek Koncaları) - Metrekare|Ekilen Alan ve Alçak Tünel ve 01.30.10.03.05. (İç Mekan Süs Bitkileri (Oda Bitkileri)) - Metrekare|Ekilen Alan ve Alçak Tünel ve 01.30.10.03.06. (Dış Mekan Süs Bitkileri) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.01. (Karanfil, Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.02. (Glayöl, Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.03. (Gerbera, Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.04. (Gypsohilla, Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.05. (Kasımpatı (Krizantem), Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.07. (Lilyum (Zambak), Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.08. (Orkide, Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.10. (Gül, Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.13. (Fresia, Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.14. (Şebboy, Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.15. (Sümbül, Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.17. (Statice, Kesme) - Metrekare|Ekilen Alan ve Cam Sera ve 01.19.21.00.99. (Diğer Kesme Çiçek Ve Çiçek Koncaları) - Metrekare|Ekilen Alan ve Cam Sera ve 01.30.10.01. (Çiçek Soğanları) - Metrekare|Ekilen Alan ve Cam Sera ve 01.30.10.03.05. (İç Mekan Süs Bitkileri (Oda Bitkileri)) - Metrekare|Ekilen Alan ve Cam Sera ve 01.30.10.03.06. (Dış Mekan Süs Bitkileri) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.01. (Karanfil, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.02. (Glayöl, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.03. (Gerbera, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.04. (Gypsohilla, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.05. (Kasımpatı (Krizantem), Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.06. (Anemon (Manisa Lalesi), Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.07. (Lilyum (Zambak), Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.08. (Orkide, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.09. (Lale, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.10. (Gül, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.12. (Lisianthus, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.13. (Fresia, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.14. (Şebboy, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.15. (Sümbül, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.16. (İris, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.17. (Statice, Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.18. (Solidago (Altınbaşak), Kesme) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.19.21.00.99. (Diğer Kesme Çiçek Ve Çiçek Koncaları) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.30.10.01. (Çiçek Soğanları) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.30.10.03.05. (İç Mekan Süs Bitkileri (Oda Bitkileri)) - Metrekare|Ekilen Alan ve Plastik Sera ve 01.30.10.03.06. (Dış Mekan Süs Bitkileri) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.01. (Karanfil, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.02. (Glayöl, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.03. (Gerbera, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.04. (Gypsohilla, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.05. (Kasımpatı (Krizantem), Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.06. (Anemon (Manisa Lalesi), Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.07. (Lilyum (Zambak), Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.08. (Orkide, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.09. (Lale, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.10. (Gül, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.12. (Lisianthus, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.13. (Fresia, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.14. (Şebboy, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.15. (Sümbül, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.16. (İris, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.19. (Nergis, Kesme) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.19.21.00.99. (Diğer Kesme Çiçek Ve Çiçek Koncaları) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.30.10.01. (Çiçek Soğanları) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.30.10.03.05. (İç Mekan Süs Bitkileri (Oda Bitkileri)) - Metrekare|Ekilen Alan ve Yüksek Tünel ve 01.30.10.03.06. (Dış Mekan Süs Bitkileri) - Metrekare|
Örtüaltı Süs Bitkileri|Bolu-14|2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||480.0|
|Burdur-15|2011||||||||||||||||||||||||||20000.0|||||||||||||||||||||||||||||||||||||||||
||2012||||||||||||||||||||||||||21000.0|||||||||||||||||||||||||||||||||||||||||
||2013||||||||||||||||||||||||||26000.0|||||||||||||||||||||||||||||||||||||||||
||2014||||||||||||||||||||||||||26000.0|||||||||||||||||||||||||||||||||||||||||
||2015||||||||||||||||||||||||||26000.0|||||||||||||||||||||||||||||||||||||||||
||2016||||||||||||||||||||||||||26000.0|||||||||||||||||||||||||||||||||||||||||
||2017||||||||||||||||||||||||||26000.0|||||||||||||||||||||||||||||||||||||||||
||2018||||||||||||||||||||||||||26000.0|||||||||||||||||||||||||||||||||||||||||
||2019||||||||||||||||||||||||||26000.0|||||||||||||||||||||||||||||||||||||||||
||2020||||||||||||||||||||||||||68030.0|||||||||4000.0||||||||||||||||||||||||||||||||
||2021||||||||||||||||||||||||||121430.0|||||||||8000.0||||||6000.0|||6000.0|||||||||||||||||||||||
|Bursa-16|2011|||||||||||||||||||||||||||||||||||5000.0|10000.0|1000.0|30000.0|||||||||||||||||||||||||||||
||2012|||||||||||||||||||||||||||||||||||5000.0|10000.0|1000.0|30000.0|||||||||||||||||||||||||||||
||2013|||||||||3600.0|||||||||||||||1000.0|1400.0||||||||||5000.0|10000.0|1000.0|25000.0|4000.0|25000.0|||||10500.0|2200.0|||||||||||||||||||3500.0|600.0|
